doctor_name,medical_specialty,phone_number,email,hospital_name,hospital_state,password
Edward Moore,Hematology - Oncology,(301) 555-5767,edward.moore@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Matthew Rodriguez,ENT - Otolaryngology,(703) 555-1762,matthew.rodriguez@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Andrew Garcia,Cardiovascular / Pulmonary,(301) 555-1773,andrew.garcia@hospital.com,University of Maryland Medical Center,Maryland,abcd
Nancy Walker,Neurology,(571) 555-4551,nancy.walker@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Gregory Brown,Orthopedic,(571) 555-8792,gregory.brown@hospital.com,Virginia Hospital Center,Virginia,abcd
Deborah Johnson,General Medicine,(301) 555-5662,deborah.johnson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Nancy Phillips,Hematology - Oncology,(301) 555-6791,nancy.phillips@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Kenneth Baker,Surgery,(703) 555-8285,kenneth.baker@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
James Baker,Radiology,(571) 555-6571,james.baker@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Edward Phillips,Gastroenterology,(240) 555-3542,edward.phillips@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Carol Mitchell,Surgery,(202) 555-2362,carol.mitchell@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Julie Phillips,Radiology,(703) 555-8713,julie.phillips@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Lisa Jones,SOAP / Chart / Progress Notes,(571) 555-0885,lisa.jones@hospital.com,Howard University Hospital,Washington D.C.,abcd
David Lopez,Surgery,(301) 555-1841,david.lopez@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Kevin Miller,Cardiovascular / Pulmonary,(301) 555-1768,kevin.miller@hospital.com,Virginia Hospital Center,Virginia,abcd
Paul Adams,Orthopedic,(571) 555-4206,paul.adams@hospital.com,Virginia Hospital Center,Virginia,abcd
Lisa Williams,Gastroenterology,(301) 555-3315,lisa.williams@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Mark Hall,Neurology,(571) 555-6054,mark.hall@hospital.com,Children's National Hospital,Washington D.C.,abcd
Rachel Lewis,Discharge Summary,(703) 555-0931,rachel.lewis@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Christopher Hernandez,Cardiovascular / Pulmonary,(301) 555-9381,christopher.hernandez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Helen White,General Medicine,(240) 555-9114,helen.white@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Steven Moore,Neurology,(202) 555-4622,steven.moore@hospital.com,Virginia Hospital Center,Virginia,abcd
Joshua Lopez,Orthopedic,(240) 555-3984,joshua.lopez@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Jessica Gonzalez,Surgery,(703) 555-7101,jessica.gonzalez@hospital.com,Howard University Hospital,Washington D.C.,abcd
Janet Mitchell,Orthopedic,(301) 555-2904,janet.mitchell@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Robert Martin,Cardiovascular / Pulmonary,(240) 555-6455,robert.martin@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Maria Martinez,Surgery,(703) 555-5131,maria.martinez@hospital.com,Children's National Hospital,Washington D.C.,abcd
Betty Mitchell,Radiology,(301) 555-6568,betty.mitchell@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Julie Moore,Cardiovascular / Pulmonary,(301) 555-3646,julie.moore@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Mary Nelson,Cardiovascular / Pulmonary,(202) 555-6777,mary.nelson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Joshua Garcia,Radiology,(301) 555-2076,joshua.garcia@hospital.com,Howard University Hospital,Washington D.C.,abcd
Deborah Phillips,Consult - History and Phy.,(301) 555-0693,deborah.phillips@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Gregory Baker,Ophthalmology,(571) 555-7625,gregory.baker@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Deborah Mitchell,Consult - History and Phy.,(240) 555-7789,deborah.mitchell@hospital.com,Virginia Hospital Center,Virginia,abcd
Robert Martinez,Orthopedic,(571) 555-5135,robert.martinez@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Lisa Brown,Neurosurgery,(240) 555-0386,lisa.brown@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Edward White,Consult - History and Phy.,(703) 555-5023,edward.white@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Linda Jones,Consult - History and Phy.,(240) 555-6558,linda.jones@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Michael Wright,Consult - History and Phy.,(571) 555-4653,michael.wright@hospital.com,Children's National Hospital,Washington D.C.,abcd
Steven Adams,Lab Medicine - Pathology,(571) 555-4390,steven.adams@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Cynthia Lopez,Orthopedic,(301) 555-0584,cynthia.lopez@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Kevin Baker,Cardiovascular / Pulmonary,(571) 555-7093,kevin.baker@hospital.com,Howard University Hospital,Washington D.C.,abcd
Linda Smith,Surgery,(301) 555-6169,linda.smith@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Timothy Perez,SOAP / Chart / Progress Notes,(301) 555-3132,timothy.perez@hospital.com,Children's National Hospital,Washington D.C.,abcd
Christopher Ramirez,Radiology,(202) 555-9563,christopher.ramirez@hospital.com,Johns Hopkins Hospital,Maryland,abcd
John Allen,SOAP / Chart / Progress Notes,(240) 555-2669,john.allen@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Michael Baker,Consult - History and Phy.,(240) 555-0748,michael.baker@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
John Jones,Neurology,(571) 555-5945,john.jones@hospital.com,Howard University Hospital,Washington D.C.,abcd
Cynthia Moore,General Medicine,(703) 555-4073,cynthia.moore@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Susan Rodriguez,Gastroenterology,(703) 555-4525,susan.rodriguez@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Anthony Williams,Orthopedic,(301) 555-2369,anthony.williams@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Cynthia Rodriguez,SOAP / Chart / Progress Notes,(240) 555-8096,cynthia.rodriguez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Gregory Moore,Surgery,(703) 555-6662,gregory.moore@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Maria Adams,Consult - History and Phy.,(301) 555-0068,maria.adams@hospital.com,Virginia Hospital Center,Virginia,abcd
Betty Jones,General Medicine,(703) 555-7537,betty.jones@hospital.com,University of Maryland Medical Center,Maryland,abcd
Cynthia Evans,Neurology,(240) 555-7815,cynthia.evans@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Matthew Rodriguez,Surgery,(571) 555-9554,matthew.rodriguez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Robert Martin,Orthopedic,(202) 555-6256,robert.martin@hospital.com,George Washington University Hospital,Washington D.C.,abcd
George Gonzalez,Ophthalmology,(202) 555-2041,george.gonzalez@hospital.com,Virginia Hospital Center,Virginia,abcd
Julie King,Gastroenterology,(703) 555-8593,julie.king@hospital.com,University of Maryland Medical Center,Maryland,abcd
Sarah Evans,Cardiovascular / Pulmonary,(240) 555-9080,sarah.evans@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Cynthia Robinson,Orthopedic,(703) 555-9060,cynthia.robinson@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Mary Wright,Neurosurgery,(240) 555-3537,mary.wright@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Paul Rodriguez,Surgery,(703) 555-1566,paul.rodriguez@hospital.com,Howard University Hospital,Washington D.C.,abcd
James Phillips,Ophthalmology,(703) 555-7190,james.phillips@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Karen Robinson,Consult - History and Phy.,(571) 555-7970,karen.robinson@hospital.com,Children's National Hospital,Washington D.C.,abcd
John Martinez,Surgery,(703) 555-3272,john.martinez@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Mark Wilson,Radiology,(301) 555-7463,mark.wilson@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Linda Robinson,Gastroenterology,(301) 555-8366,linda.robinson@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Sarah Johnson,Cardiovascular / Pulmonary,(571) 555-2403,sarah.johnson@hospital.com,Howard University Hospital,Washington D.C.,abcd
Steven Evans,Radiology,(240) 555-1727,steven.evans@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
John Carter,Surgery,(571) 555-9211,john.carter@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Deborah Carter,Cardiovascular / Pulmonary,(703) 555-7353,deborah.carter@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Nancy Walker,Hematology - Oncology,(703) 555-5442,nancy.walker@hospital.com,Children's National Hospital,Washington D.C.,abcd
Maria Young,General Medicine,(240) 555-7543,maria.young@hospital.com,Virginia Hospital Center,Virginia,abcd
Paul Evans,Cardiovascular / Pulmonary,(240) 555-0713,paul.evans@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Sandra Jones,Dentistry,(301) 555-4662,sandra.jones@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Robert Clark,Cardiovascular / Pulmonary,(571) 555-8409,robert.clark@hospital.com,University of Maryland Medical Center,Maryland,abcd
Steven Johnson,Consult - History and Phy.,(571) 555-6714,steven.johnson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Gregory Lopez,Radiology,(703) 555-6529,gregory.lopez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Betty Garcia,Cardiovascular / Pulmonary,(703) 555-5419,betty.garcia@hospital.com,Children's National Hospital,Washington D.C.,abcd
Timothy King,Orthopedic,(571) 555-2360,timothy.king@hospital.com,Virginia Hospital Center,Virginia,abcd
Paul King,Radiology,(301) 555-9777,paul.king@hospital.com,Virginia Hospital Center,Virginia,abcd
Cynthia Sanchez,Orthopedic,(571) 555-3412,cynthia.sanchez@hospital.com,Virginia Hospital Center,Virginia,abcd
Christine Gonzalez,Neurology,(703) 555-6439,christine.gonzalez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Barbara Allen,Radiology,(240) 555-6851,barbara.allen@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Maria Taylor,Radiology,(240) 555-6180,maria.taylor@hospital.com,Howard University Hospital,Washington D.C.,abcd
Christopher Walker,Surgery,(703) 555-0825,christopher.walker@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Mark White,Nephrology,(571) 555-2081,mark.white@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Brian Roberts,Orthopedic,(202) 555-3995,brian.roberts@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Mark Campbell,Gastroenterology,(301) 555-2017,mark.campbell@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Sarah Harris,Surgery,(301) 555-9395,sarah.harris@hospital.com,Children's National Hospital,Washington D.C.,abcd
Daniel Ramirez,Neurosurgery,(301) 555-3746,daniel.ramirez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Daniel Lopez,Sleep Medicine,(571) 555-3313,daniel.lopez@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Daniel Rodriguez,Surgery,(301) 555-8372,daniel.rodriguez@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Christine Wilson,Surgery,(301) 555-8493,christine.wilson@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Ruth Rodriguez,Surgery,(301) 555-8941,ruth.rodriguez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Susan Walker,Dermatology,(703) 555-7912,susan.walker@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Linda Jones,Neurology,(240) 555-4362,linda.jones@hospital.com,Children's National Hospital,Washington D.C.,abcd
Edward Anderson,Surgery,(240) 555-7537,edward.anderson@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Andrew King,Gastroenterology,(301) 555-5260,andrew.king@hospital.com,Children's National Hospital,Washington D.C.,abcd
Christopher Davis,Surgery,(202) 555-2326,christopher.davis@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Helen Lopez,Surgery,(301) 555-2608,helen.lopez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Diane Garcia,Orthopedic,(240) 555-8477,diane.garcia@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Andrew Martin,Office Notes,(240) 555-6558,andrew.martin@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
John Roberts,Surgery,(571) 555-0043,john.roberts@hospital.com,Howard University Hospital,Washington D.C.,abcd
Helen Lopez,Surgery,(202) 555-7319,helen.lopez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Susan Williams,Gastroenterology,(301) 555-7997,susan.williams@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Thomas Phillips,Neurology,(703) 555-1241,thomas.phillips@hospital.com,Howard University Hospital,Washington D.C.,abcd
Paul Miller,Hematology - Oncology,(240) 555-4424,paul.miller@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Mary Lewis,Consult - History and Phy.,(571) 555-0498,mary.lewis@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Jennifer Clark,General Medicine,(301) 555-5609,jennifer.clark@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Joshua Miller,Hematology - Oncology,(301) 555-6193,joshua.miller@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Barbara Hernandez,General Medicine,(301) 555-3205,barbara.hernandez@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Steven Sanchez,Consult - History and Phy.,(301) 555-4462,steven.sanchez@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Brian Adams,Orthopedic,(301) 555-7609,brian.adams@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
George Phillips,Hematology - Oncology,(703) 555-6880,george.phillips@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
George Torres,Surgery,(240) 555-6014,george.torres@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Cynthia Torres,Surgery,(202) 555-1287,cynthia.torres@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
John Turner,Surgery,(240) 555-7210,john.turner@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Sandra Walker,Orthopedic,(240) 555-2280,sandra.walker@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Donald Garcia,Radiology,(301) 555-1271,donald.garcia@hospital.com,Children's National Hospital,Washington D.C.,abcd
Paul Baker,Consult - History and Phy.,(301) 555-1615,paul.baker@hospital.com,Virginia Hospital Center,Virginia,abcd
Joshua Rodriguez,ENT - Otolaryngology,(301) 555-1741,joshua.rodriguez@hospital.com,Virginia Hospital Center,Virginia,abcd
James Allen,Cardiovascular / Pulmonary,(202) 555-3835,james.allen@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Karen Jones,Cardiovascular / Pulmonary,(301) 555-5429,karen.jones@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Paul Harris,Surgery,(301) 555-9966,paul.harris@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Christine Garcia,Surgery,(703) 555-6184,christine.garcia@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Andrew Williams,Orthopedic,(571) 555-9754,andrew.williams@hospital.com,Howard University Hospital,Washington D.C.,abcd
Mary Jackson,Pain Management,(571) 555-3500,mary.jackson@hospital.com,Virginia Hospital Center,Virginia,abcd
Michael Martin,Orthopedic,(202) 555-7713,michael.martin@hospital.com,Virginia Hospital Center,Virginia,abcd
Maria Williams,Neurosurgery,(571) 555-9251,maria.williams@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Rachel Thomas,Neurology,(301) 555-3163,rachel.thomas@hospital.com,University of Maryland Medical Center,Maryland,abcd
Mary Young,Surgery,(240) 555-1703,mary.young@hospital.com,Children's National Hospital,Washington D.C.,abcd
Jessica Smith,Surgery,(240) 555-0045,jessica.smith@hospital.com,Children's National Hospital,Washington D.C.,abcd
James Baker,Consult - History and Phy.,(240) 555-4611,james.baker@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Janet Perez,General Medicine,(703) 555-7014,janet.perez@hospital.com,Virginia Hospital Center,Virginia,abcd
Mark Turner,Hematology - Oncology,(202) 555-1772,mark.turner@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Paul Wright,Surgery,(240) 555-9847,paul.wright@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Sarah Garcia,Gastroenterology,(301) 555-6349,sarah.garcia@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Mary Roberts,Orthopedic,(571) 555-6721,mary.roberts@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Julie Young,Neurology,(301) 555-7577,julie.young@hospital.com,Howard University Hospital,Washington D.C.,abcd
Brian Wilson,Cardiovascular / Pulmonary,(301) 555-2217,brian.wilson@hospital.com,Children's National Hospital,Washington D.C.,abcd
George Walker,Pain Management,(240) 555-5356,george.walker@hospital.com,Howard University Hospital,Washington D.C.,abcd
Mark Taylor,Hematology - Oncology,(703) 555-8904,mark.taylor@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Matthew Anderson,General Medicine,(703) 555-9626,matthew.anderson@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Sharon Wright,Consult - History and Phy.,(301) 555-3019,sharon.wright@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Anthony Ramirez,Podiatry,(301) 555-7420,anthony.ramirez@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Janet Martinez,Consult - History and Phy.,(240) 555-2692,janet.martinez@hospital.com,Johns Hopkins Hospital,Maryland,abcd
David Jones,Orthopedic,(571) 555-5403,david.jones@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Diane Phillips,Surgery,(301) 555-9270,diane.phillips@hospital.com,University of Maryland Medical Center,Maryland,abcd
Jessica Ramirez,Consult - History and Phy.,(202) 555-2788,jessica.ramirez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Rachel Wilson,Podiatry,(301) 555-7889,rachel.wilson@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Emma Taylor,Surgery,(240) 555-1691,emma.taylor@hospital.com,Howard University Hospital,Washington D.C.,abcd
Jennifer Robinson,Surgery,(703) 555-1016,jennifer.robinson@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Lisa Moore,Gastroenterology,(571) 555-7023,lisa.moore@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Carol Lewis,Neurology,(301) 555-7394,carol.lewis@hospital.com,University of Maryland Medical Center,Maryland,abcd
Donald Campbell,Letters,(571) 555-8553,donald.campbell@hospital.com,Virginia Hospital Center,Virginia,abcd
Janet Lewis,Consult - History and Phy.,(571) 555-5027,janet.lewis@hospital.com,Howard University Hospital,Washington D.C.,abcd
Betty Hall,Consult - History and Phy.,(240) 555-5215,betty.hall@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Helen Williams,General Medicine,(301) 555-4737,helen.williams@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Brian Lopez,Radiology,(240) 555-2953,brian.lopez@hospital.com,Children's National Hospital,Washington D.C.,abcd
Andrew Gonzalez,Surgery,(301) 555-5737,andrew.gonzalez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Julie Jackson,General Medicine,(202) 555-7551,julie.jackson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Christine Jones,Surgery,(301) 555-6783,christine.jones@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Susan Jones,Consult - History and Phy.,(240) 555-8767,susan.jones@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Karen Sanchez,Surgery,(301) 555-9728,karen.sanchez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Janet Wilson,Radiology,(240) 555-7769,janet.wilson@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Betty Evans,Surgery,(571) 555-2491,betty.evans@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Rachel Anderson,Surgery,(571) 555-4947,rachel.anderson@hospital.com,University of Maryland Medical Center,Maryland,abcd
Matthew Wright,Cardiovascular / Pulmonary,(703) 555-6043,matthew.wright@hospital.com,Inova Fairfax Hospital,Virginia,abcd
James Sanchez,Consult - History and Phy.,(240) 555-3710,james.sanchez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
George Anderson,Surgery,(240) 555-8475,george.anderson@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Sandra Robinson,Dermatology,(571) 555-6061,sandra.robinson@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Maria Perez,Discharge Summary,(571) 555-3648,maria.perez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Linda Roberts,Consult - History and Phy.,(703) 555-2576,linda.roberts@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Andrew Sanchez,Orthopedic,(571) 555-7720,andrew.sanchez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Mary Martin,Surgery,(240) 555-3055,mary.martin@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Christopher Hernandez,Podiatry,(240) 555-5552,christopher.hernandez@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Sarah Moore,Gastroenterology,(240) 555-6257,sarah.moore@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Helen Thompson,Neurosurgery,(703) 555-3318,helen.thompson@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Susan Hernandez,Radiology,(703) 555-3735,susan.hernandez@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Diane Martin,Nephrology,(571) 555-1213,diane.martin@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Julie Wilson,Surgery,(703) 555-7896,julie.wilson@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Charles Lopez,General Medicine,(301) 555-5322,charles.lopez@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Emma Davis,Surgery,(301) 555-8849,emma.davis@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Donald Miller,Podiatry,(301) 555-1208,donald.miller@hospital.com,Howard University Hospital,Washington D.C.,abcd
Robert Lee,Ophthalmology,(703) 555-9970,robert.lee@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Ruth Turner,Cardiovascular / Pulmonary,(202) 555-0990,ruth.turner@hospital.com,Howard University Hospital,Washington D.C.,abcd
Edward White,Surgery,(240) 555-1856,edward.white@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Thomas Hill,Office Notes,(703) 555-5906,thomas.hill@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Kenneth Harris,Cardiovascular / Pulmonary,(571) 555-5781,kenneth.harris@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
George Nelson,Surgery,(301) 555-3673,george.nelson@hospital.com,University of Maryland Medical Center,Maryland,abcd
Timothy Campbell,Orthopedic,(301) 555-7080,timothy.campbell@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
John Harris,Discharge Summary,(571) 555-2511,john.harris@hospital.com,Virginia Hospital Center,Virginia,abcd
Carol Rodriguez,Pain Management,(301) 555-2162,carol.rodriguez@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Thomas Lopez,Nephrology,(571) 555-3209,thomas.lopez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Christine Gonzalez,Surgery,(703) 555-6327,christine.gonzalez@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Kenneth Hill,Dermatology,(202) 555-2845,kenneth.hill@hospital.com,Virginia Hospital Center,Virginia,abcd
Lisa Hill,SOAP / Chart / Progress Notes,(240) 555-5970,lisa.hill@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Emma Jackson,Surgery,(240) 555-2407,emma.jackson@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Rachel Smith,Surgery,(240) 555-9652,rachel.smith@hospital.com,Children's National Hospital,Washington D.C.,abcd
Susan Perez,Cardiovascular / Pulmonary,(703) 555-6941,susan.perez@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Ruth Williams,Radiology,(703) 555-5186,ruth.williams@hospital.com,Inova Fairfax Hospital,Virginia,abcd
John Taylor,Neurology,(571) 555-3604,john.taylor@hospital.com,University of Maryland Medical Center,Maryland,abcd
Nancy Wright,Cardiovascular / Pulmonary,(202) 555-2061,nancy.wright@hospital.com,Howard University Hospital,Washington D.C.,abcd
Betty Thompson,Dentistry,(240) 555-3199,betty.thompson@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Joshua Thomas,Surgery,(301) 555-6743,joshua.thomas@hospital.com,Virginia Hospital Center,Virginia,abcd
Janet Perez,Neurology,(240) 555-6826,janet.perez@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Donald Baker,Orthopedic,(240) 555-2413,donald.baker@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Kevin Campbell,SOAP / Chart / Progress Notes,(571) 555-8611,kevin.campbell@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Betty Adams,Ophthalmology,(301) 555-9505,betty.adams@hospital.com,Virginia Hospital Center,Virginia,abcd
Edward Brown,Neurology,(301) 555-4265,edward.brown@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Christine Evans,General Medicine,(571) 555-5316,christine.evans@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Christopher Evans,Surgery,(571) 555-7661,christopher.evans@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Maria Baker,Surgery,(571) 555-9366,maria.baker@hospital.com,Howard University Hospital,Washington D.C.,abcd
Mary Campbell,Consult - History and Phy.,(240) 555-0538,mary.campbell@hospital.com,University of Maryland Medical Center,Maryland,abcd
Susan Martin,SOAP / Chart / Progress Notes,(703) 555-7116,susan.martin@hospital.com,Howard University Hospital,Washington D.C.,abcd
Janet Nelson,Consult - History and Phy.,(571) 555-4972,janet.nelson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Daniel King,Radiology,(301) 555-0974,daniel.king@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Lisa Williams,Surgery,(703) 555-7738,lisa.williams@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Gregory Ramirez,Orthopedic,(703) 555-4164,gregory.ramirez@hospital.com,Howard University Hospital,Washington D.C.,abcd
Donald Scott,Consult - History and Phy.,(571) 555-3504,donald.scott@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Helen Baker,Surgery,(571) 555-9010,helen.baker@hospital.com,Howard University Hospital,Washington D.C.,abcd
Joshua Baker,Psychiatry / Psychology,(301) 555-5014,joshua.baker@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Donald Lee,General Medicine,(703) 555-0912,donald.lee@hospital.com,Children's National Hospital,Washington D.C.,abcd
Emma Perez,Consult - History and Phy.,(202) 555-6139,emma.perez@hospital.com,Virginia Hospital Center,Virginia,abcd
Deborah Moore,Gastroenterology,(301) 555-3112,deborah.moore@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Ruth Adams,Surgery,(703) 555-6577,ruth.adams@hospital.com,Johns Hopkins Hospital,Maryland,abcd
